OS,Data_Solicitacao,Cliente,Tipo_Cliente,Quem_Solicitou,Produto,Valor_OS,Transportadora,Valor_Envio,Rastreio,Quem_Autorizou,Status,Prazo_Entrega_Dias
181404,2026-01-17,Cedro Participações,PJ,Filial Regional,MacBook Air,0.01,Correios Seguro,145.71,AD836625825BR,Marcelo,Entregue,4.0
180863,2026-01-17,Planalto Distribuidora,PJ,Filial Regional,Trackpad,788.02,Correios,39.03,AD194413825BR,Renan,Entregue,4.0
180259,2026-01-18,Cristiane Bittencourt,PF,Cliente direto,iPhone 13,0.01,DHL,161.65,6239968573,Patrícia,Cancelado,
181105,2026-01-19,Cedro Participações,PJ,Filial Regional,Carregador,284.73,DHL,97.87,8368833670,Sabrina,Entregue,7.0
181114,2026-01-22,Fortaleza Cimentos,PJ,Filial Regional,iMac,0.01,Correios,157.6,AD807445130BR,Diego,Entregue,3.0
180025,2026-01-23,Gabriel Torquato,PF,Cliente direto,iPhone 14,0.01,Correios,75.1,AD912973887BR,Patrícia,Entregue,3.0
180033,2026-01-25,Simone Aragão,PF,Cliente direto,Magic Mouse,0.01,Correios,54.58,AD817960391BR,Igor,Entregue,4.0
180992,2026-01-27,Axiom Tecnologia,PJ,Filial Regional,iPhone 15,6101.21,Correios,79.4,AD788171411BR,Sabrina,Entregue,4.0
180574,2026-01-28,Planalto Distribuidora,PJ,Filial Regional,iPhone 14,7107.96,FOX,184.03,5139765274,Patrícia,Entregue,3.0
180890,2026-01-28,Sabrina Peixoto,PF,Cliente direto,Trackpad,0.01,FOX,173.32,3590413524,Sabrina,Entregue,6.0
181120,2026-01-30,Simone Aragão,PF,Cliente direto,MacBook Pro 14,0.01,Correios,128.23,AD602374192BR,Patrícia,Devolvido,
180073,2026-01-30,Estrada Real Transportes,PJ,Filial Regional,iPad Pro,9291.8,Uber,32.35,S/N,Diego,Entregue,5.0
180433,2026-02-01,Leonardo Guimarães,PF,Cliente direto,iPad Pro,9582.05,Correios,88.24,AD256976160BR,Patrícia,Entregue,3.0
180231,2026-02-01,Sabrina Peixoto,PF,Cliente direto,iPhone 14,6140.9,DHL,232.51,7545812405,Diego,Entregue,5.0
180800,2026-02-02,Natália Quaresma,PF,Cliente direto,iPhone 15 Pro,9045.52,Correios Seguro,86.23,AD934197686BR,Renan,Entregue,5.0
180181,2026-02-03,Eduardo Vasconcelos,PF,Cliente direto,Magic Mouse,0.01,DHL,193.82,5310526722,Igor,Devolvido,
180665,2026-02-04,Renata Camargo,PF,Cliente direto,iPad,2593.91,FOX,191.41,4963409421,Sabrina,Entregue,3.0
180773,2026-02-04,Renata Camargo,PF,Cliente direto,iPad,0.01,Retirada no balcão,0.0,S/N,Igor,Entregue,4.0
180005,2026-02-04,Planalto Distribuidora,PJ,Filial Regional,AirPods Pro,2256.44,DHL,157.35,3301595691,Vanessa,Entregue,14.0
180014,2026-02-07,Estrada Real Transportes,PJ,Filial Regional,MacBook Pro 14,0.01,Correios,147.42,AD301724977BR,Marcelo,Entregue,1.0
180709,2026-02-08,Natália Quaresma,PF,Cliente direto,MacBook Air,0.01,Correios Seguro,67.82,AD629643140BR,Sabrina,Em trânsito,
180309,2026-02-11,Litoral Alimentos,PJ,Filial Regional,iPhone 13,5296.42,Retirada no balcão,0.0,S/N,Renan,Entregue,2.0
180858,2026-02-11,Rodolfo Espíndola,PF,Cliente direto,AirPods Pro,1613.73,DHL,183.16,9545814166,Diego,Entregue,4.0
180695,2026-02-12,Fabrício Damasceno,PF,Cliente direto,Apple Watch,3714.41,Correios,85.6,AD620509742BR,Vanessa,Entregue,8.0
180389,2026-02-13,Simone Aragão,PF,Cliente direto,MacBook Pro 16,0.01,Correios Seguro,104.9,AD268017943BR,Vanessa,Entregue,2.0
180696,2026-02-14,Constelar Engenharia,PJ,Filial Regional,AirPods Pro,1509.36,DHL,162.46,4226094156,Diego,Entregue,3.0
180939,2026-02-14,Henrique Salgado,PF,Cliente direto,Carregador,0.01,Retirada no balcão,0.0,S/N,Diego,Entregue,4.0
180921,2026-02-15,Henrique Salgado,PF,Cliente direto,Trackpad,697.63,Correios,72.81,AD362998070BR,Igor,Entregue,4.0
181088,2026-02-15,Planalto Distribuidora,PJ,Filial Regional,Apple Watch,2580.14,Correios,67.77,AD602946435BR,Marcelo,Pendente de envio,
181059,2026-02-17,Henrique Salgado,PF,Cliente direto,Carregador,0.01,Retirada no balcão,0.0,S/N,Diego,Entregue,4.0
180132,2026-02-20,Renata Camargo,PF,Cliente direto,MacBook Air,8544.71,DHL,327.86,5090974082,Sabrina,Pendente de envio,
180878,2026-02-22,Cristiane Bittencourt,PF,Cliente direto,Acessórios diversos,469.72,DHL,165.56,7104116237,Diego,Entregue,5.0
180950,2026-02-22,Cedro Participações,PJ,Filial Regional,Apple Watch,3374.78,DHL,184.85,2986773296,Marcelo,Entregue,3.0
180933,2026-02-23,Renata Camargo,PF,Cliente direto,Magic Mouse,574.54,Correios,77.15,AD364409614BR,Vanessa,Entregue,1.0
180255,2026-02-24,Beluga Advocacia,PJ,Filial Regional,iPad Pro,10178.27,Correios Seguro,83.04,AD379354398BR,Patrícia,Entregue,5.0
181283,2026-02-25,Cristiane Bittencourt,PF,Cliente direto,Apple Watch,0.01,Retirada no balcão,0.0,S/N,Renan,Entregue,1.0
180501,2026-02-28,Leonardo Guimarães,PF,Cliente direto,Mac Mini,6122.71,FOX,313.81,4202563402,Renan,Entregue,4.0
180658,2026-02-28,Cristiane Bittencourt,PF,Cliente direto,Magic Mouse,0.01,FOX,203.93,5961958438,Sabrina,Entregue,3.0
180373,2026-03-01,Marcos Aurélio Vieira,PF,Cliente direto,iMac,17830.09,DHL,450.33,9090407895,Sabrina,Entregue,6.0
180124,2026-03-02,Renata Camargo,PF,Cliente direto,Acessórios diversos,440.6,DHL,168.69,2922119101,Igor,Entregue,4.0
180439,2026-03-02,Rafaela Monteiro,PF,Cliente direto,iPhone 15 Pro,0.01,DHL,198.25,7981976150,Vanessa,Entregue,3.0
180970,2026-03-02,Cedro Participações,PJ,Filial Regional,MacBook Pro 16,17175.39,Correios,131.41,AD192488735BR,Sabrina,Entregue,3.0
180008,2026-03-03,Eduardo Vasconcelos,PF,Cliente direto,AirPods Pro,0.01,DHL,125.13,5866948781,Diego,Entregue,5.0
180653,2026-03-04,Débora Farias,PF,Cliente direto,iMac,12758.34,DHL,451.02,2297253557,Patrícia,Entregue,4.0
180652,2026-03-04,Vinícius Cordeiro,PF,Cliente direto,iPhone 13,4536.7,Retirada no balcão,0.0,S/N,Marcelo,Entregue,6.0
180541,2026-03-04,Igor Bezerra,PF,Cliente direto,Trackpad,715.28,Correios,34.82,AD794926889BR,Sabrina,Em trânsito,
180374,2026-03-05,Fortaleza Cimentos,PJ,Filial Regional,AirPods Pro,0.01,DHL,178.43,4872473880,Patrícia,Entregue,6.0
181019,2026-03-05,Renata Camargo,PF,Cliente direto,iPad,0.01,DHL,200.49,6224578302,Igor,Entregue,4.0
181185,2026-03-06,Beluga Advocacia,PJ,Filial Regional,Trackpad,0.01,Correios,84.93,AD450088606BR,Patrícia,Entregue,4.0
181213,2026-03-08,Vórtice Consultoria,PJ,Filial Regional,iPhone 13,4622.56,Correios Seguro,63.91,AD664160839BR,Sabrina,Entregue,4.0
181262,2026-03-08,Eduardo Vasconcelos,PF,Cliente direto,Mac Mini,7675.09,Retirada no balcão,0.0,S/N,Sabrina,Entregue,3.0
180240,2026-03-08,Cristiane Bittencourt,PF,Cliente direto,AirPods Pro,1580.7,Correios,38.07,AD487308683BR,Igor,Entregue,8.0
180242,2026-03-12,Estrada Real Transportes,PJ,Filial Regional,iMac,13889.42,DHL,396.45,9465546325,Renan,Entregue,2.0
180976,2026-03-15,Igor Bezerra,PF,Cliente direto,iPad Pro,11260.61,Correios,98.79,AD555240463BR,Diego,Pendente de envio,
180454,2026-03-16,Estrada Real Transportes,PJ,Filial Regional,Acessórios diversos,438.3,Correios,64.04,AD721130116BR,Sabrina,Entregue,8.0
180159,2026-03-17,Constelar Engenharia,PJ,Filial Regional,Carregador,226.99,DHL,156.56,3039081424,Patrícia,Entregue,6.0
180350,2026-03-18,Henrique Salgado,PF,Cliente direto,iPhone 15,5637.17,Retirada no balcão,0.0,S/N,Igor,Pendente de envio,
180596,2026-03-20,Vórtice Consultoria,PJ,Filial Regional,iMac,0.01,DHL,446.75,2003482361,Vanessa,Entregue,3.0
181222,2026-03-21,Bem-Estar Hospitalar,PJ,Filial Regional,Acessórios diversos,285.54,DHL,195.33,9767779549,Igor,Entregue,3.0
180808,2026-03-21,Planalto Distribuidora,PJ,Filial Regional,Trackpad,899.55,Retirada no balcão,0.0,S/N,Marcelo,Entregue,5.0
180551,2026-03-22,Igor Bezerra,PF,Cliente direto,AirPods Pro,1508.51,FOX,134.53,7114228886,Diego,Entregue,10.0
180209,2026-03-22,Constelar Engenharia,PJ,Filial Regional,Acessórios diversos,325.39,Correios,45.63,AD103558733BR,Diego,Em trânsito,
180717,2026-03-23,Constelar Engenharia,PJ,Filial Regional,iPhone 15 Pro,8702.88,Uber,52.01,S/N,Renan,Entregue,1.0
181397,2026-03-25,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 14,19372.01,Correios,156.64,AD970322417BR,Marcelo,Entregue,3.0
180090,2026-03-26,Tatiane Rezende,PF,Cliente direto,iPhone 14,4965.85,Correios Seguro,42.5,AD525028351BR,Sabrina,Entregue,4.0
181322,2026-03-26,Marcos Aurélio Vieira,PF,Cliente direto,MacBook Pro 16,0.01,DHL,385.88,8096372242,Diego,Entregue,7.0
180221,2026-03-27,Axiom Tecnologia,PJ,Filial Regional,Cabo USB-C,0.01,Correios,67.95,AD598927943BR,Diego,Entregue,1.0
180610,2026-03-28,Axiom Tecnologia,PJ,Filial Regional,MacBook Air,8970.88,Correios,88.16,AD620089001BR,Patrícia,Pendente de envio,
180899,2026-03-28,Ipê Educacional,PJ,Filial Regional,Carregador,0.01,DHL,182.49,7539066831,Sabrina,Entregue,2.0
181291,2026-03-31,Henrique Salgado,PF,Cliente direto,Magic Mouse,798.08,FOX,195.73,7168089811,Patrícia,Entregue,6.0
180848,2026-04-01,Axiom Tecnologia,PJ,Filial Regional,iPad Pro,10243.27,Correios,115.66,AD893244612BR,Sabrina,Entregue,6.0
181080,2026-04-01,Priscila Nogueira,PF,Cliente direto,MacBook Pro 14,14395.83,FOX,378.22,7871801349,Renan,Devolvido,
180461,2026-04-02,Gabriel Torquato,PF,Cliente direto,MacBook Pro 14,12964.22,DHL,300.98,3688494123,Patrícia,Entregue,8.0
180062,2026-04-03,Priscila Nogueira,PF,Cliente direto,MacBook Air,0.01,Correios,90.38,AD384280550BR,Diego,Em trânsito,
180220,2026-04-04,Tatiane Rezende,PF,Cliente direto,iPad Pro,9515.03,FOX,277.43,1573124782,Sabrina,Entregue,5.0
180727,2026-04-04,Henrique Salgado,PF,Cliente direto,Cabo USB-C,0.01,DHL,163.42,5828159859,Vanessa,Entregue,4.0
180109,2026-04-05,Rodolfo Espíndola,PF,Cliente direto,iPhone 15 Pro,0.01,Correios,59.29,AD696401168BR,Diego,Em trânsito,
181303,2026-04-05,Simone Aragão,PF,Cliente direto,Magic Mouse,0.01,FOX,148.1,8348945565,Sabrina,Em trânsito,
180233,2026-04-06,Vórtice Consultoria,PJ,Filial Regional,Apple Watch,0.01,Uber,43.75,S/N,Marcelo,Entregue,1.0
180060,2026-04-07,Renata Camargo,PF,Cliente direto,Apple Watch,3383.9,Correios,119.19,AD223859888BR,Patrícia,Cancelado,
180401,2026-04-08,Leonardo Guimarães,PF,Cliente direto,Magic Mouse,535.29,DHL,124.78,9605001747,Renan,Entregue,4.0
181005,2026-04-08,Tatiane Rezende,PF,Cliente direto,iPad Pro,0.01,Correios,75.18,AD566262030BR,Igor,Entregue,5.0
180832,2026-04-09,Leonardo Guimarães,PF,Cliente direto,MacBook Pro 14,16470.11,DHL,335.03,7685774589,Igor,Entregue,5.0
180291,2026-04-10,Ventura Seguros,PJ,Filial Regional,Trackpad,0.01,DHL,166.89,2590074339,Sabrina,Entregue,2.0
180767,2026-04-10,Eduardo Vasconcelos,PF,Cliente direto,Carregador,240.76,Correios,65.81,AD786315337BR,Renan,Entregue,3.0
180294,2026-04-11,Cristiane Bittencourt,PF,Cliente direto,MacBook Pro 16,0.01,DHL,378.83,1289620223,Renan,Devolvido,
181363,2026-04-12,Natália Quaresma,PF,Cliente direto,Carregador,0.01,Correios,30.87,AD119082497BR,Vanessa,Pendente de envio,
180853,2026-04-12,Débora Farias,PF,Cliente direto,Trackpad,539.44,DHL,168.39,3516140287,Vanessa,Entregue,8.0
181074,2026-04-14,Rodolfo Espíndola,PF,Cliente direto,iPad Pro,10151.72,DHL,244.36,5943221207,Renan,Entregue,1.0
180104,2026-04-14,Eduardo Vasconcelos,PF,Cliente direto,Apple Watch,2346.55,FOX,163.55,7514438196,Diego,Entregue,5.0
180225,2026-04-17,Vórtice Consultoria,PJ,Filial Regional,Cabo USB-C,0.01,Correios,72.97,AD980358440BR,Igor,Devolvido,
180120,2026-04-17,Renata Camargo,PF,Cliente direto,Magic Mouse,703.5,Retirada no balcão,0.0,S/N,Diego,Devolvido,
181387,2026-04-17,Tatiane Rezende,PF,Cliente direto,Magic Mouse,0.01,Correios,67.02,AD145165071BR,Igor,Entregue,4.0
181026,2026-04-19,Fortaleza Cimentos,PJ,Filial Regional,Apple Watch,0.01,Retirada no balcão,0.0,S/N,Marcelo,Entregue,5.0
181424,2026-04-20,Simone Aragão,PF,Cliente direto,MacBook Pro 14,17254.33,Retirada no balcão,0.0,S/N,Diego,Entregue,3.0
180872,2026-04-22,Marcos Aurélio Vieira,PF,Cliente direto,Acessórios diversos,427.79,Correios,29.08,AD569396705BR,Sabrina,Em trânsito,
180138,2026-04-22,Tatiane Rezende,PF,Cliente direto,Acessórios diversos,329.29,FOX,178.79,6945714618,Marcelo,Entregue,2.0
180460,2026-04-23,Aliança Cooperativa,PJ,Filial Regional,Acessórios diversos,435.77,DHL,167.65,2774587163,Sabrina,Entregue,5.0
180379,2026-04-24,Leonardo Guimarães,PF,Cliente direto,Carregador,0.01,Correios,61.73,AD273747235BR,Marcelo,Entregue,7.0
181268,2026-04-24,Vórtice Consultoria,PJ,Filial Regional,Apple Watch,2364.5,Retirada no balcão,0.0,S/N,Marcelo,Entregue,2.0
180701,2026-04-25,Priscila Nogueira,PF,Cliente direto,iPad,4116.11,Correios,81.98,AD378680593BR,Diego,Entregue,6.0
180884,2026-04-26,Tatiane Rezende,PF,Cliente direto,Carregador,243.05,Correios,69.48,AD267932847BR,Vanessa,Entregue,1.0
180281,2026-04-26,Vantage Digital,PJ,Filial Regional,Trackpad,906.26,DHL,159.96,5597126447,Patrícia,Devolvido,
180021,2026-04-26,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 14,17797.07,DHL,335.92,7762098351,Sabrina,Entregue,1.0
180097,2026-04-27,Leonardo Guimarães,PF,Cliente direto,MacBook Air,10393.57,DHL,307.84,3790331461,Patrícia,Entregue,5.0
180570,2026-04-27,Leonardo Guimarães,PF,Cliente direto,iPad Pro,0.01,Correios,95.4,AD530009646BR,Patrícia,Devolvido,
181290,2026-04-27,Estrada Real Transportes,PJ,Filial Regional,iPhone 14,0.01,Correios,94.26,AD522259422BR,Renan,Entregue,3.0
180273,2026-04-28,Fabrício Damasceno,PF,Cliente direto,Cabo USB-C,0.01,Correios,15.0,AD986469662BR,Vanessa,Em trânsito,
180068,2026-04-28,Ipê Educacional,PJ,Filial Regional,Apple Watch,0.01,Correios,68.93,AD129036651BR,Renan,Entregue,10.0
181048,2026-04-29,Aliança Cooperativa,PJ,Filial Regional,Apple Watch,3344.7,Correios Seguro,32.44,AD486548365BR,Patrícia,Entregue,8.0
180918,2026-05-01,Ventura Seguros,PJ,Filial Regional,iMac,11421.93,Correios,135.42,AD459719105BR,Patrícia,Em trânsito,
181052,2026-05-05,Ipê Educacional,PJ,Filial Regional,iPad Pro,11119.64,DHL,238.12,2967760502,Sabrina,Entregue,4.0
181297,2026-05-05,Débora Farias,PF,Cliente direto,Carregador,193.02,DHL,107.68,6155012193,Igor,Entregue,1.0
180794,2026-05-05,Natália Quaresma,PF,Cliente direto,iPad Pro,0.01,DHL,237.67,4798632120,Vanessa,Entregue,2.0
180560,2026-05-05,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 16,20905.53,DHL,388.27,7762685830,Diego,Entregue,2.0
181122,2026-05-07,Priscila Nogueira,PF,Cliente direto,Cabo USB-C,0.01,DHL,181.41,9150694700,Sabrina,Entregue,2.0
180994,2026-05-08,Aliança Cooperativa,PJ,Filial Regional,iPad,0.01,Retirada no balcão,0.0,S/N,Sabrina,Entregue,2.0
181355,2026-05-08,Simone Aragão,PF,Cliente direto,Mac Mini,6750.32,FOX,357.05,6403239363,Renan,Em trânsito,
180826,2026-05-08,Axiom Tecnologia,PJ,Filial Regional,iPhone 14,6211.33,DHL,189.61,2660655344,Diego,Entregue,6.0
180599,2026-05-08,Rodolfo Espíndola,PF,Cliente direto,MacBook Pro 14,14499.6,FOX,334.71,9978224563,Vanessa,Em trânsito,
181070,2026-05-09,Leonardo Guimarães,PF,Cliente direto,Cabo USB-C,0.01,FOX,149.23,5722940561,Marcelo,Entregue,6.0
180252,2026-05-09,Débora Farias,PF,Cliente direto,iMac,14635.57,Uber,29.68,S/N,Patrícia,Entregue,7.0
180149,2026-05-11,Igor Bezerra,PF,Cliente direto,iPhone 14,0.01,DHL,220.19,5344558402,Diego,Entregue,7.0
180893,2026-05-11,Otávio Marinho,PF,Cliente direto,iPhone 15,5219.51,Correios,65.53,AD841631198BR,Patrícia,Entregue,1.0
180720,2026-05-11,Igor Bezerra,PF,Cliente direto,MacBook Pro 14,0.01,DHL,354.94,2511875401,Igor,Pendente de envio,
181328,2026-05-12,Ventura Seguros,PJ,Filial Regional,Mac Mini,0.01,Uber,43.75,S/N,Igor,Entregue,5.0
181164,2026-05-13,Leonardo Guimarães,PF,Cliente direto,Carregador,307.83,DHL,151.15,2086263613,Renan,Entregue,3.0
181375,2026-05-14,Igor Bezerra,PF,Cliente direto,Mac Mini,7268.73,DHL,302.17,9888110446,Diego,Entregue,5.0
181340,2026-05-15,Estrada Real Transportes,PJ,Filial Regional,iPhone 14,5629.32,Correios,57.34,AD115237483BR,Patrícia,Entregue,5.0
180007,2026-05-17,Litoral Alimentos,PJ,Filial Regional,Trackpad,0.01,DHL,249.02,2823296038,Sabrina,Entregue,1.0
180689,2026-05-20,Eduardo Vasconcelos,PF,Cliente direto,iMac,11113.53,Retirada no balcão,0.0,S/N,Sabrina,Entregue,5.0
180143,2026-05-20,Otávio Marinho,PF,Cliente direto,iPad Pro,10359.53,Correios,90.91,AD652743626BR,Marcelo,Entregue,7.0
180898,2026-05-22,Simone Aragão,PF,Cliente direto,iPhone 15,7619.27,DHL,173.37,5282553737,Marcelo,Entregue,8.0
180960,2026-05-22,Metrópole Logística,PJ,Filial Regional,Carregador,0.01,Correios,15.0,AD834791221BR,Marcelo,Entregue,2.0
181129,2026-05-22,Axiom Tecnologia,PJ,Filial Regional,iPhone 15 Pro,8079.63,FOX,195.32,1340626988,Marcelo,Entregue,4.0
181071,2026-05-25,Ventura Seguros,PJ,Filial Regional,iPad,0.01,DHL,280.14,2918853932,Patrícia,Entregue,2.0
180514,2026-05-25,Ventura Seguros,PJ,Filial Regional,iPad,3323.77,DHL,240.6,5440498438,Renan,Entregue,5.0
180682,2026-05-27,Gabriel Torquato,PF,Cliente direto,Mac Mini,6377.33,FOX,329.63,8871064313,Patrícia,Entregue,1.0
181210,2026-05-27,Otávio Marinho,PF,Cliente direto,Mac Mini,6047.62,FOX,291.61,4843893593,Sabrina,Entregue,6.0
180102,2026-05-28,Sabrina Peixoto,PF,Cliente direto,MacBook Pro 16,0.01,DHL,359.18,3152474070,Patrícia,Entregue,7.0
181395,2026-06-03,Bem-Estar Hospitalar,PJ,Filial Regional,Carregador,266.8,DHL,125.23,2055489323,Marcelo,Entregue,4.0
180360,2026-06-03,Cedro Participações,PJ,Filial Regional,Mac Mini,0.01,DHL,306.25,2094845894,Renan,Entregue,10.0
181127,2026-06-05,Fortaleza Cimentos,PJ,Filial Regional,iPhone 15,0.01,Correios,77.99,AD315121733BR,Sabrina,Entregue,2.0
180326,2026-06-07,Vinícius Cordeiro,PF,Cliente direto,iPhone 15,7618.37,FOX,151.22,4319191017,Patrícia,Entregue,8.0
180640,2026-06-08,Eduardo Vasconcelos,PF,Cliente direto,AirPods Pro,0.01,DHL,159.03,9252484411,Renan,Entregue,7.0
180045,2026-06-09,Vinícius Cordeiro,PF,Cliente direto,iPad Pro,0.01,DHL,208.39,7591017985,Sabrina,Entregue,5.0
181249,2026-06-10,Tatiane Rezende,PF,Cliente direto,iPhone 14,6284.18,Correios,101.0,AD339727795BR,Renan,Entregue,3.0
180217,2026-06-12,Cristiane Bittencourt,PF,Cliente direto,iPhone 14,3853.18,FOX,198.56,4294111535,Marcelo,Entregue,4.0
180518,2026-06-13,Igor Bezerra,PF,Cliente direto,Carregador,0.01,Correios,31.24,AD855018914BR,Vanessa,Entregue,14.0
180786,2026-06-13,Rafaela Monteiro,PF,Cliente direto,Carregador,246.59,DHL,150.82,1380474824,Igor,Entregue,5.0
180194,2026-06-13,Cristiane Bittencourt,PF,Cliente direto,Mac Mini,5900.35,Correios,59.2,AD405132275BR,Renan,Entregue,6.0
180387,2026-06-14,Fortaleza Cimentos,PJ,Filial Regional,MacBook Pro 14,17198.81,Retirada no balcão,0.0,S/N,Renan,Entregue,7.0
181062,2026-06-15,Sabrina Peixoto,PF,Cliente direto,Magic Mouse,0.01,FOX,191.52,4816625818,Diego,Cancelado,
181306,2026-06-17,Simone Aragão,PF,Cliente direto,MacBook Air,6855.62,Retirada no balcão,0.0,S/N,Vanessa,Entregue,7.0
180507,2026-06-18,Priscila Nogueira,PF,Cliente direto,Cabo USB-C,117.36,FOX,160.88,4379852075,Patrícia,Entregue,3.0
180944,2026-06-18,Marcos Aurélio Vieira,PF,Cliente direto,Apple Watch,3369.19,Uber,37.39,S/N,Igor,Pendente de envio,
181094,2026-06-20,Metrópole Logística,PJ,Filial Regional,Mac Mini,0.01,DHL,309.39,3614194881,Vanessa,Entregue,5.0
180493,2026-06-20,Axiom Tecnologia,PJ,Filial Regional,MacBook Pro 16,0.01,DHL,413.55,3723751257,Marcelo,Entregue,3.0
180594,2026-06-21,Aliança Cooperativa,PJ,Filial Regional,Mac Mini,5809.46,DHL,336.84,8865493865,Marcelo,Entregue,8.0
180146,2026-06-21,Bem-Estar Hospitalar,PJ,Filial Regional,MacBook Pro 14,14758.0,DHL,380.94,5030181318,Marcelo,Entregue,7.0
180798,2026-06-22,Aline Serpa,PF,Cliente direto,AirPods Pro,0.01,Retirada no balcão,0.0,S/N,Diego,Entregue,2.0
180959,2026-06-23,Débora Farias,PF,Cliente direto,AirPods Pro,1883.97,Correios,60.33,AD775872788BR,Renan,Devolvido,
180358,2026-06-23,Aline Serpa,PF,Cliente direto,iPad Pro,8831.68,FOX,274.91,1027228033,Igor,Entregue,4.0
180438,2026-06-24,Aliança Cooperativa,PJ,Filial Regional,iPhone 15 Pro,0.01,Correios,75.85,AD432937745BR,Sabrina,Devolvido,
180751,2026-06-24,Otávio Marinho,PF,Cliente direto,MacBook Pro 14,0.01,FOX,354.03,2260677792,Igor,Entregue,3.0
181361,2026-06-25,Igor Bezerra,PF,Cliente direto,AirPods Pro,1654.21,Correios,42.86,AD267486357BR,Diego,Entregue,1.0
180469,2026-06-25,Ventura Seguros,PJ,Filial Regional,iPad Pro,7953.13,DHL,245.8,6434406001,Marcelo,Pendente de envio,
180279,2026-06-27,Eduardo Vasconcelos,PF,Cliente direto,iPhone 15,6950.01,DHL,188.73,4951026795,Sabrina,Entregue,3.0
181180,2026-06-27,Sabrina Peixoto,PF,Cliente direto,Mac Mini,7079.11,DHL,262.08,1066299230,Renan,Pendente de envio,
180674,2026-06-27,Cedro Participações,PJ,Filial Regional,Magic Mouse,672.1,DHL,191.26,5796213200,Patrícia,Entregue,10.0
181379,2026-06-28,Planalto Distribuidora,PJ,Filial Regional,AirPods Pro,1938.5,DHL,185.09,5712553153,Diego,Entregue,2.0
180397,2026-06-29,Aline Serpa,PF,Cliente direto,Acessórios diversos,299.37,Retirada no balcão,0.0,S/N,Vanessa,Entregue,4.0
180349,2026-06-29,Litoral Alimentos,PJ,Filial Regional,iPad Pro,9059.87,Correios,105.98,AD348443396BR,Patrícia,Em trânsito,
181158,2026-06-30,Gabriel Torquato,PF,Cliente direto,Mac Mini,0.01,FOX,301.94,8075127018,Patrícia,Entregue,8.0
180370,2026-07-01,Otávio Marinho,PF,Cliente direto,iPhone 13,3905.06,FOX,183.1,3293500360,Igor,Entregue,10.0
180095,2026-07-02,Planalto Distribuidora,PJ,Filial Regional,iPhone 15,0.01,Uber,40.9,S/N,Patrícia,Entregue,4.0
180836,2026-07-03,Constelar Engenharia,PJ,Filial Regional,MacBook Pro 14,14804.26,FOX,313.29,6789594061,Renan,Entregue,1.0
181182,2026-07-03,Igor Bezerra,PF,Cliente direto,AirPods Pro,1424.79,Uber,23.18,S/N,Marcelo,Entregue,3.0
180630,2026-07-04,Eduardo Vasconcelos,PF,Cliente direto,MacBook Pro 16,19786.96,FOX,340.48,2454304066,Renan,Entregue,2.0
181260,2026-07-05,Natália Quaresma,PF,Cliente direto,MacBook Pro 14,16708.44,DHL,356.02,1740247171,Renan,Entregue,3.0
181382,2026-07-06,Priscila Nogueira,PF,Cliente direto,Apple Watch,3528.47,FOX,193.21,2543770834,Marcelo,Devolvido,
180489,2026-07-07,Leonardo Guimarães,PF,Cliente direto,MacBook Pro 16,24547.53,Retirada no balcão,0.0,S/N,Patrícia,Entregue,6.0
180176,2026-07-10,Eduardo Vasconcelos,PF,Cliente direto,iPhone 14,6393.92,Correios,66.16,AD643252063BR,Vanessa,Devolvido,
180604,2026-07-10,Sabrina Peixoto,PF,Cliente direto,Carregador,0.01,Retirada no balcão,0.0,S/N,Marcelo,Pendente de envio,
180392,2026-07-11,Sabrina Peixoto,PF,Cliente direto,iPhone 15 Pro,7506.97,Retirada no balcão,0.0,S/N,Marcelo,Entregue,4.0
181038,2026-07-13,Débora Farias,PF,Cliente direto,AirPods Pro,1385.96,FOX,159.53,9847668904,Igor,Entregue,6.0
181044,2026-07-14,Otávio Marinho,PF,Cliente direto,Apple Watch,3704.33,FOX,203.68,1811081400,Marcelo,Entregue,3.0
181152,2026-07-15,Priscila Nogueira,PF,Cliente direto,Apple Watch,2900.26,Correios,68.84,AD678382744BR,Vanessa,Entregue,6.0
180049,2026-07-15,Gabriel Torquato,PF,Cliente direto,iPhone 15 Pro,7655.75,Uber,34.81,S/N,Patrícia,Em trânsito,
181012,2026-07-16,Débora Farias,PF,Cliente direto,iMac,13984.46,Correios Seguro,145.65,AD664183001BR,Renan,Entregue,6.0
181073,2026-07-18,Bem-Estar Hospitalar,PJ,Filial Regional,iPad Pro,0.01,Correios,96.65,AD411422697BR,Diego,Entregue,6.0
180990,2026-07-18,Cedro Participações,PJ,Filial Regional,Trackpad,0.01,FOX,157.93,1589228376,Patrícia,Entregue,3.0
180477,2026-07-21,Tatiane Rezende,PF,Cliente direto,iPad,4433.03,Retirada no balcão,0.0,S/N,Patrícia,Cancelado,
180504,2026-07-22,Bem-Estar Hospitalar,PJ,Filial Regional,iPhone 15 Pro,0.01,Correios,97.13,AD627727025BR,Patrícia,Em trânsito,
181230,2026-07-22,Rafaela Monteiro,PF,Cliente direto,iPad,6258.56,Correios Seguro,75.47,AD373444828BR,Vanessa,Entregue,1.0
