OS	Data_Solicitacao	Cliente	Tipo_Cliente	Quem_Solicitou	Produto	Valor_OS	Transportadora	Valor_Envio	Rastreio	Quem_Autorizou	Status	Prazo_Entrega_Dias
180033	2026-01-25	Simone Aragão	PF	Cliente direto	Magic Mouse	0.01	Correios	54.58	AD817960391BR	Igor	Entregue	4
180992	2026-01-27	Axiom Tecnologia	PJ	Filial Regional	iPhone 15	7823.63	Correios	85.95	AD788171411BR	Sabrina	Entregue	7
180574	2026-01-28	Planalto Distribuidora	PJ	Filial Regional	iPhone 14	5732.92	FOX	197.5	5139765274	Patrícia	Entregue	6
180890	2026-01-28	Sabrina Peixoto	PF	Cliente direto	Trackpad	0.01	FOX	202.11	3590413524	Sabrina	Entregue	3
181120	2026-01-30	Simone Aragão	PF	Cliente direto	MacBook Pro 14	0.01	Correios	115.2	AD602374192BR	Patrícia	Devolvido	
180073	2026-01-30	Estrada Real Transportes	PJ	Filial Regional	iPad Pro	9291.8	Uber	32.35	S/N	Diego	Entregue	0
180433	2026-02-01	Leonardo Guimarães	PF	Cliente direto	iPad Pro	8914.31	Correios	98.24	AD256976160BR	Patrícia	Entregue	4
180231	2026-02-01	Sabrina Peixoto	PF	Cliente direto	iPhone 14	5839.72	DHL	208.09	7545812405	Diego	Entregue	3
180800	2026-02-02	Natália Quaresma	PF	Cliente direto	iPhone 15 Pro	4880.12	Correios Seguro	94.37	AD934197686BR	Renan	Entregue	6
180181	2026-02-03	Eduardo Vasconcelos	PF	Cliente direto	Magic Mouse	0.01	DHL	212.69	5310526722	Igor	Devolvido	
180665	2026-02-04	Renata Camargo	PF	Cliente direto	iPad	4652.98	FOX	249.39	4963409421	Sabrina	Entregue	5
180773	2026-02-04	Renata Camargo	PF	Cliente direto	iPad	0.01	Retirada no balcão	0	S/N	Igor	Entregue	2
180005	2026-02-04	Planalto Distribuidora	PJ	Filial Regional	AirPods Pro	2256.44	DHL	157.35	3301595691	Vanessa	Entregue	14
180014	2026-02-07	Estrada Real Transportes	PJ	Filial Regional	MacBook Pro 14	0.01	Correios	147.42	AD301724977BR	Marcelo	Entregue	1
180709	2026-02-08	Natália Quaresma	PF	Cliente direto	MacBook Air	0.01	Correios Seguro	112.16	AD629643140BR	Sabrina	Em trânsito	
180309	2026-02-11	Litoral Alimentos	PJ	Filial Regional	iPhone 13	4000.37	Retirada no balcão	0	S/N	Renan	Entregue	3
180858	2026-02-11	Rodolfo Espíndola	PF	Cliente direto	AirPods Pro	2091.03	DHL	161.86	9545814166	Diego	Entregue	7
180695	2026-02-12	Fabrício Damasceno	PF	Cliente direto	Apple Watch	2820.34	Correios	32.23	AD620509742BR	Vanessa	Entregue	7
180389	2026-02-13	Simone Aragão	PF	Cliente direto	MacBook Pro 16	0.01	Correios Seguro	143.54	AD268017943BR	Vanessa	Entregue	4
180696	2026-02-14	Constelar Engenharia	PJ	Filial Regional	AirPods Pro	1414.66	DHL	187.1	4226094156	Diego	Entregue	4
180939	2026-02-14	Henrique Salgado	PF	Cliente direto	Carregador	0.01	Retirada no balcão	0	S/N	Diego	Entregue	0
180921	2026-02-15	Henrique Salgado	PF	Cliente direto	Trackpad	753.18	Correios	39.81	AD362998070BR	Igor	Entregue	6
181088	2026-02-15	Planalto Distribuidora	PJ	Filial Regional	Apple Watch	3024.17	Correios	105.61	AD602946435BR	Marcelo	Pendente de envio	
181059	2026-02-17	Henrique Salgado	PF	Cliente direto	Carregador	0.01	Retirada no balcão	0	S/N	Diego	Entregue	0
180132	2026-02-20	Renata Camargo	PF	Cliente direto	MacBook Air	10453.92	DHL	312.72	5090974082	Sabrina	Pendente de envio	
180878	2026-02-22	Cristiane Bittencourt	PF	Cliente direto	Acessórios diversos	395.54	DHL	187.19	7104116237	Diego	Entregue	3
180950	2026-02-22	Cedro Participações	PJ	Filial Regional	Apple Watch	2498.24	DHL	187.41	2986773296	Marcelo	Entregue	3
180933	2026-02-23	Renata Camargo	PF	Cliente direto	Magic Mouse	624.42	Correios	26.46	AD364409614BR	Vanessa	Entregue	5
180255	2026-02-24	Beluga Advocacia	PJ	Filial Regional	iPad Pro	8225.79	Correios Seguro	69.69	AD379354398BR	Patrícia	Entregue	5
181283	2026-02-25	Cristiane Bittencourt	PF	Cliente direto	Apple Watch	0.01	Retirada no balcão	0	S/N	Renan	Entregue	1
180501	2026-02-28	Leonardo Guimarães	PF	Cliente direto	Mac Mini	5523.98	FOX	306.12	4202563402	Renan	Entregue	3
180658	2026-02-28	Cristiane Bittencourt	PF	Cliente direto	Magic Mouse	0.01	FOX	187.12	5961958438	Sabrina	Entregue	2
180373	2026-03-01	Marcos Aurélio Vieira	PF	Cliente direto	iMac	14881.21	DHL	447.02	9090407895	Sabrina	Entregue	4
180124	2026-03-02	Renata Camargo	PF	Cliente direto	Acessórios diversos	412.13	DHL	196.82	2922119101	Igor	Entregue	4
180439	2026-03-02	Rafaela Monteiro	PF	Cliente direto	iPhone 15 Pro	0.01	DHL	153.3	7981976150	Vanessa	Entregue	3
180970	2026-03-02	Cedro Participações	PJ	Filial Regional	MacBook Pro 16	24765.14	Correios	96.63	AD192488735BR	Sabrina	Entregue	2
180008	2026-03-03	Eduardo Vasconcelos	PF	Cliente direto	AirPods Pro	0.01	DHL	125.13	5866948781	Diego	Entregue	5
180653	2026-03-04	Débora Farias	PF	Cliente direto	iMac	12876.15	DHL	502.55	2297253557	Patrícia	Entregue	7
180652	2026-03-04	Vinícius Cordeiro	PF	Cliente direto	iPhone 13	5080.29	Retirada no balcão	0	S/N	Marcelo	Entregue	0
180541	2026-03-04	Igor Bezerra	PF	Cliente direto	Trackpad	827.91	Correios	61.87	AD794926889BR	Sabrina	Em trânsito	
180374	2026-03-05	Fortaleza Cimentos	PJ	Filial Regional	AirPods Pro	0.01	DHL	144.1	4872473880	Patrícia	Entregue	10
181019	2026-03-05	Renata Camargo	PF	Cliente direto	iPad	0.01	DHL	185.66	6224578302	Igor	Entregue	4
181185	2026-03-06	Beluga Advocacia	PJ	Filial Regional	Trackpad	0.01	Correios	43.09	AD450088606BR	Patrícia	Entregue	10
181213	2026-03-08	Vórtice Consultoria	PJ	Filial Regional	iPhone 13	5518.83	Correios Seguro	89.1	AD664160839BR	Sabrina	Entregue	7
181262	2026-03-08	Eduardo Vasconcelos	PF	Cliente direto	Mac Mini	7399.81	Retirada no balcão	0	S/N	Sabrina	Entregue	0
180240	2026-03-08	Cristiane Bittencourt	PF	Cliente direto	AirPods Pro	2064.75	Correios	35.27	AD487308683BR	Igor	Entregue	14
180242	2026-03-12	Estrada Real Transportes	PJ	Filial Regional	iMac	14333.89	DHL	452.69	9465546325	Renan	Entregue	5
180976	2026-03-15	Igor Bezerra	PF	Cliente direto	iPad Pro	7522.72	Correios	82.87	AD555240463BR	Diego	Pendente de envio	
180454	2026-03-16	Estrada Real Transportes	PJ	Filial Regional	Acessórios diversos	417.65	Correios	38.78	AD721130116BR	Sabrina	Entregue	10
180159	2026-03-17	Constelar Engenharia	PJ	Filial Regional	Carregador	232.82	DHL	168.19	3039081424	Patrícia	Entregue	7
180350	2026-03-18	Henrique Salgado	PF	Cliente direto	iPhone 15	7197.34	Retirada no balcão	0	S/N	Igor	Pendente de envio	
180596	2026-03-20	Vórtice Consultoria	PJ	Filial Regional	iMac	0.01	DHL	438.38	2003482361	Vanessa	Entregue	2
181222	2026-03-21	Bem-Estar Hospitalar	PJ	Filial Regional	Acessórios diversos	277.29	DHL	184.18	9767779549	Igor	Entregue	14
180808	2026-03-21	Planalto Distribuidora	PJ	Filial Regional	Trackpad	558.66	Retirada no balcão	0	S/N	Marcelo	Entregue	0
180551	2026-03-22	Igor Bezerra	PF	Cliente direto	AirPods Pro	1366.05	FOX	193.32	7114228886	Diego	Entregue	1
180209	2026-03-22	Constelar Engenharia	PJ	Filial Regional	Acessórios diversos	324.8	Correios	50.44	AD103558733BR	Diego	Em trânsito	
180717	2026-03-23	Constelar Engenharia	PJ	Filial Regional	iPhone 15 Pro	8878.6	Uber	52.78	S/N	Renan	Entregue	0
181397	2026-03-25	Bem-Estar Hospitalar	PJ	Filial Regional	MacBook Pro 14	17075.32	Correios	86.23	AD970322417BR	Marcelo	Entregue	4
180090	2026-03-26	Tatiane Rezende	PF	Cliente direto	iPhone 14	4900.93	Correios Seguro	49.75	AD525028351BR	Sabrina	Entregue	3
181322	2026-03-26	Marcos Aurélio Vieira	PF	Cliente direto	MacBook Pro 16	0.01	DHL	360.7	8096372242	Diego	Entregue	8
180221	2026-03-27	Axiom Tecnologia	PJ	Filial Regional	Cabo USB-C	0.01	Correios	33.41	AD598927943BR	Diego	Entregue	3
180610	2026-03-28	Axiom Tecnologia	PJ	Filial Regional	MacBook Air	9486.29	Correios	72.27	AD620089001BR	Patrícia	Pendente de envio	
180899	2026-03-28	Ipê Educacional	PJ	Filial Regional	Carregador	0.01	DHL	129.81	7539066831	Sabrina	Entregue	3
181291	2026-03-31	Henrique Salgado	PF	Cliente direto	Magic Mouse	643.93	FOX	160.01	7168089811	Patrícia	Entregue	2
180848	2026-04-01	Axiom Tecnologia	PJ	Filial Regional	iPad Pro	10296.76	Correios	70.53	AD893244612BR	Sabrina	Entregue	4
181080	2026-04-01	Priscila Nogueira	PF	Cliente direto	MacBook Pro 14	15347.24	FOX	315.69	7871801349	Renan	Devolvido	
180461	2026-04-02	Gabriel Torquato	PF	Cliente direto	MacBook Pro 14	17860.79	DHL	331.98	3688494123	Patrícia	Entregue	7
180062	2026-04-03	Priscila Nogueira	PF	Cliente direto	MacBook Air	0.01	Correios	90.38	AD384280550BR	Diego	Em trânsito	
180220	2026-04-04	Tatiane Rezende	PF	Cliente direto	iPad Pro	7943.3	FOX	222.23	1573124782	Sabrina	Entregue	2
180727	2026-04-04	Henrique Salgado	PF	Cliente direto	Cabo USB-C	0.01	DHL	147.6	5828159859	Vanessa	Entregue	5
180109	2026-04-05	Rodolfo Espíndola	PF	Cliente direto	iPhone 15 Pro	0.01	Correios	27.55	AD696401168BR	Diego	Em trânsito	
181303	2026-04-05	Simone Aragão	PF	Cliente direto	Magic Mouse	0.01	FOX	161.38	8348945565	Sabrina	Em trânsito	
180233	2026-04-06	Vórtice Consultoria	PJ	Filial Regional	Apple Watch	0.01	Uber	50.08	S/N	Marcelo	Entregue	0
180060	2026-04-07	Renata Camargo	PF	Cliente direto	Apple Watch	3383.9	Correios	119.19	AD223859888BR	Patrícia	Cancelado	
180401	2026-04-08	Leonardo Guimarães	PF	Cliente direto	Magic Mouse	709.8	DHL	154.79	9605001747	Renan	Entregue	4
181005	2026-04-08	Tatiane Rezende	PF	Cliente direto	iPad Pro	0.01	Correios	52.15	AD566262030BR	Igor	Entregue	10
180832	2026-04-09	Leonardo Guimarães	PF	Cliente direto	MacBook Pro 14	11507.97	DHL	337.39	7685774589	Igor	Entregue	8
180291	2026-04-10	Ventura Seguros	PJ	Filial Regional	Trackpad	0.01	DHL	192.47	2590074339	Sabrina	Entregue	5
180767	2026-04-10	Eduardo Vasconcelos	PF	Cliente direto	Carregador	229.64	Correios	57.98	AD786315337BR	Renan	Entregue	14
180294	2026-04-11	Cristiane Bittencourt	PF	Cliente direto	MacBook Pro 16	0.01	DHL	344.73	1289620223	Renan	Devolvido	
181363	2026-04-12	Natália Quaresma	PF	Cliente direto	Carregador	0.01	Correios	30.87	AD119082497BR	Vanessa	Pendente de envio	
180853	2026-04-12	Débora Farias	PF	Cliente direto	Trackpad	797.53	DHL	122.27	3516140287	Vanessa	Entregue	2
181074	2026-04-14	Rodolfo Espíndola	PF	Cliente direto	iPad Pro	9364.14	DHL	264.77	5943221207	Renan	Entregue	4
180104	2026-04-14	Eduardo Vasconcelos	PF	Cliente direto	Apple Watch	3935.45	FOX	190.3	7514438196	Diego	Entregue	7
180225	2026-04-17	Vórtice Consultoria	PJ	Filial Regional	Cabo USB-C	0.01	Correios	44.56	AD980358440BR	Igor	Devolvido	
180120	2026-04-17	Renata Camargo	PF	Cliente direto	Magic Mouse	596.53	Retirada no balcão	0	S/N	Diego	Devolvido	
181387	2026-04-17	Tatiane Rezende	PF	Cliente direto	Magic Mouse	0.01	Correios	67.02	AD145165071BR	Igor	Entregue	4
181026	2026-04-19	Fortaleza Cimentos	PJ	Filial Regional	Apple Watch	0.01	Retirada no balcão	0	S/N	Marcelo	Entregue	0
181424	2026-04-20	Simone Aragão	PF	Cliente direto	MacBook Pro 14	14827.7	Retirada no balcão	0	S/N	Diego	Entregue	0
180872	2026-04-22	Marcos Aurélio Vieira	PF	Cliente direto	Acessórios diversos	388.88	Correios	73.98	AD569396705BR	Sabrina	Em trânsito	
180138	2026-04-22	Tatiane Rezende	PF	Cliente direto	Acessórios diversos	395.46	FOX	170.56	6945714618	Marcelo	Entregue	5
180460	2026-04-23	Aliança Cooperativa	PJ	Filial Regional	Acessórios diversos	407.02	DHL	181.68	2774587163	Sabrina	Entregue	3
180379	2026-04-24	Leonardo Guimarães	PF	Cliente direto	Carregador	0.01	Correios	63.43	AD273747235BR	Marcelo	Entregue	6
181268	2026-04-24	Vórtice Consultoria	PJ	Filial Regional	Apple Watch	3672.12	Retirada no balcão	0	S/N	Marcelo	Entregue	0
180701	2026-04-25	Priscila Nogueira	PF	Cliente direto	iPad	4514.38	Correios	89.48	AD378680593BR	Diego	Entregue	2
180884	2026-04-26	Tatiane Rezende	PF	Cliente direto	Carregador	270.96	Correios	70.78	AD267932847BR	Vanessa	Entregue	6
180281	2026-04-26	Vantage Digital	PJ	Filial Regional	Trackpad	665.73	DHL	175.74	5597126447	Patrícia	Devolvido	
180021	2026-04-26	Bem-Estar Hospitalar	PJ	Filial Regional	MacBook Pro 14	17797.07	DHL	335.92	7762098351	Sabrina	Entregue	1
180097	2026-04-27	Leonardo Guimarães	PF	Cliente direto	MacBook Air	8770.28	DHL	336.44	3790331461	Patrícia	Entregue	7
180570	2026-04-27	Leonardo Guimarães	PF	Cliente direto	iPad Pro	0.01	Correios	72.4	AD530009646BR	Patrícia	Devolvido	
181290	2026-04-27	Estrada Real Transportes	PJ	Filial Regional	iPhone 14	0.01	Correios	92.06	AD522259422BR	Renan	Entregue	4
180273	2026-04-28	Fabrício Damasceno	PF	Cliente direto	Cabo USB-C	0.01	Correios	70.83	AD986469662BR	Vanessa	Em trânsito	
180068	2026-04-28	Ipê Educacional	PJ	Filial Regional	Apple Watch	0.01	Correios	68.93	AD129036651BR	Renan	Entregue	10
181048	2026-04-29	Aliança Cooperativa	PJ	Filial Regional	Apple Watch	3402.56	Correios Seguro	115.43	AD486548365BR	Patrícia	Entregue	2
180918	2026-05-01	Ventura Seguros	PJ	Filial Regional	iMac	18124.42	Correios	155.23	AD459719105BR	Patrícia	Em trânsito	
181052	2026-05-05	Ipê Educacional	PJ	Filial Regional	iPad Pro	9884.04	DHL	295.55	2967760502	Sabrina	Entregue	5
181297	2026-05-05	Débora Farias	PF	Cliente direto	Carregador	255.27	DHL	151.77	6155012193	Igor	Entregue	1
180794	2026-05-05	Natália Quaresma	PF	Cliente direto	iPad Pro	0.01	DHL	243.35	4798632120	Vanessa	Entregue	2
180560	2026-05-05	Bem-Estar Hospitalar	PJ	Filial Regional	MacBook Pro 16	21802	DHL	383.69	7762685830	Diego	Entregue	5
181122	2026-05-07	Priscila Nogueira	PF	Cliente direto	Cabo USB-C	0.01	DHL	202.87	9150694700	Sabrina	Entregue	3
180994	2026-05-08	Aliança Cooperativa	PJ	Filial Regional	iPad	0.01	Retirada no balcão	0	S/N	Sabrina	Entregue	1
181355	2026-05-08	Simone Aragão	PF	Cliente direto	Mac Mini	6750.32	FOX	357.05	6403239363	Renan	Em trânsito	
180826	2026-05-08	Axiom Tecnologia	PJ	Filial Regional	iPhone 14	5900.99	DHL	239.61	2660655344	Diego	Entregue	7
180599	2026-05-08	Rodolfo Espíndola	PF	Cliente direto	MacBook Pro 14	12678.89	FOX	310.58	9978224563	Vanessa	Em trânsito	
181070	2026-05-09	Leonardo Guimarães	PF	Cliente direto	Cabo USB-C	0.01	FOX	140.36	5722940561	Marcelo	Entregue	1
180252	2026-05-09	Débora Farias	PF	Cliente direto	iMac	15752.39	Uber	27.52	S/N	Patrícia	Entregue	0
180149	2026-05-11	Igor Bezerra	PF	Cliente direto	iPhone 14	0.01	DHL	243.67	5344558402	Diego	Entregue	14
180893	2026-05-11	Otávio Marinho	PF	Cliente direto	iPhone 15	6557.59	Correios	70.04	AD841631198BR	Patrícia	Entregue	14
180720	2026-05-11	Igor Bezerra	PF	Cliente direto	MacBook Pro 14	0.01	DHL	279.37	2511875401	Igor	Pendente de envio	
181328	2026-05-12	Ventura Seguros	PJ	Filial Regional	Mac Mini	0.01	Uber	53.65	S/N	Igor	Entregue	0
181164	2026-05-13	Leonardo Guimarães	PF	Cliente direto	Carregador	249.98	DHL	179.63	2086263613	Renan	Entregue	1
181375	2026-05-14	Igor Bezerra	PF	Cliente direto	Mac Mini	7268.73	DHL	302.17	9888110446	Diego	Entregue	5
181340	2026-05-15	Estrada Real Transportes	PJ	Filial Regional	iPhone 14	5110.51	Correios	57.34	AD115237483BR	Patrícia	Entregue	5
180007	2026-05-17	Litoral Alimentos	PJ	Filial Regional	Trackpad	0.01	DHL	249.02	2823296038	Sabrina	Entregue	1
180689	2026-05-20	Eduardo Vasconcelos	PF	Cliente direto	iMac	10558.59	Retirada no balcão	0	S/N	Sabrina	Entregue	2
180143	2026-05-20	Otávio Marinho	PF	Cliente direto	iPad Pro	9106.27	Correios	68.39	AD652743626BR	Marcelo	Entregue	3
180898	2026-05-22	Simone Aragão	PF	Cliente direto	iPhone 15	6625.56	DHL	241.05	5282553737	Marcelo	Entregue	7
180960	2026-05-22	Metrópole Logística	PJ	Filial Regional	Carregador	0.01	Correios	43.42	AD834791221BR	Marcelo	Entregue	6
181129	2026-05-22	Axiom Tecnologia	PJ	Filial Regional	iPhone 15 Pro	9597.85	FOX	196.54	1340626988	Marcelo	Entregue	2
181071	2026-05-25	Ventura Seguros	PJ	Filial Regional	iPad	0.01	DHL	287.22	2918853932	Patrícia	Entregue	3
180514	2026-05-25	Ventura Seguros	PJ	Filial Regional	iPad	4488.64	DHL	217.26	5440498438	Renan	Entregue	5
180682	2026-05-27	Gabriel Torquato	PF	Cliente direto	Mac Mini	7134.36	FOX	306.25	8871064313	Patrícia	Entregue	2
181210	2026-05-27	Otávio Marinho	PF	Cliente direto	Mac Mini	6620.38	FOX	310.52	4843893593	Sabrina	Entregue	4
180102	2026-05-28	Sabrina Peixoto	PF	Cliente direto	MacBook Pro 16	0.01	DHL	296.65	3152474070	Patrícia	Entregue	6
181395	2026-06-03	Bem-Estar Hospitalar	PJ	Filial Regional	Carregador	287.9	DHL	152.24	2055489323	Marcelo	Entregue	2
180360	2026-06-03	Cedro Participações	PJ	Filial Regional	Mac Mini	0.01	DHL	312.48	2094845894	Renan	Entregue	3
181127	2026-06-05	Fortaleza Cimentos	PJ	Filial Regional	iPhone 15	0.01	Correios	73.28	AD315121733BR	Sabrina	Entregue	2
180326	2026-06-07	Vinícius Cordeiro	PF	Cliente direto	iPhone 15	6818.7	FOX	185.57	4319191017	Patrícia	Entregue	2
180640	2026-06-08	Eduardo Vasconcelos	PF	Cliente direto	AirPods Pro	0.01	DHL	197.36	9252484411	Renan	Entregue	4
180045	2026-06-09	Vinícius Cordeiro	PF	Cliente direto	iPad Pro	0.01	DHL	208.39	7591017985	Sabrina	Entregue	5
181249	2026-06-10	Tatiane Rezende	PF	Cliente direto	iPhone 14	5675.2	Correios	83.31	AD339727795BR	Renan	Entregue	6
180217	2026-06-12	Cristiane Bittencourt	PF	Cliente direto	iPhone 14	4645.38	FOX	220.4	4294111535	Marcelo	Entregue	2
180518	2026-06-13	Igor Bezerra	PF	Cliente direto	Carregador	0.01	Correios	52.77	AD855018914BR	Vanessa	Entregue	1
180786	2026-06-13	Rafaela Monteiro	PF	Cliente direto	Carregador	236.56	DHL	160.98	1380474824	Igor	Entregue	4
180194	2026-06-13	Cristiane Bittencourt	PF	Cliente direto	Mac Mini	6463.78	Correios	84.6	AD405132275BR	Renan	Entregue	2
180387	2026-06-14	Fortaleza Cimentos	PJ	Filial Regional	MacBook Pro 14	14761.5	Retirada no balcão	0	S/N	Renan	Entregue	2
181062	2026-06-15	Sabrina Peixoto	PF	Cliente direto	Magic Mouse	0.01	FOX	154.26	4816625818	Diego	Cancelado	
181306	2026-06-17	Simone Aragão	PF	Cliente direto	MacBook Air	8458.06	Retirada no balcão	0	S/N	Vanessa	Entregue	1
180507	2026-06-18	Priscila Nogueira	PF	Cliente direto	Cabo USB-C	130.54	FOX	116.09	4379852075	Patrícia	Entregue	6
180944	2026-06-18	Marcos Aurélio Vieira	PF	Cliente direto	Apple Watch	3174.84	Uber	58.86	S/N	Igor	Pendente de envio	
181094	2026-06-20	Metrópole Logística	PJ	Filial Regional	Mac Mini	0.01	DHL	253.87	3614194881	Vanessa	Entregue	7
180493	2026-06-20	Axiom Tecnologia	PJ	Filial Regional	MacBook Pro 16	0.01	DHL	375.11	3723751257	Marcelo	Entregue	4
180594	2026-06-21	Aliança Cooperativa	PJ	Filial Regional	Mac Mini	6038.71	DHL	310.43	8865493865	Marcelo	Entregue	4
180146	2026-06-21	Bem-Estar Hospitalar	PJ	Filial Regional	MacBook Pro 14	16898.49	DHL	307.58	5030181318	Marcelo	Entregue	7
180798	2026-06-22	Aline Serpa	PF	Cliente direto	AirPods Pro	0.01	Retirada no balcão	0	S/N	Diego	Entregue	1
180959	2026-06-23	Débora Farias	PF	Cliente direto	AirPods Pro	2173.78	Correios	57.39	AD775872788BR	Renan	Devolvido	
180358	2026-06-23	Aline Serpa	PF	Cliente direto	iPad Pro	9371.92	FOX	245.46	1027228033	Igor	Entregue	4
180438	2026-06-24	Aliança Cooperativa	PJ	Filial Regional	iPhone 15 Pro	0.01	Correios	62.61	AD432937745BR	Sabrina	Devolvido	
180751	2026-06-24	Otávio Marinho	PF	Cliente direto	MacBook Pro 14	0.01	FOX	333.68	2260677792	Igor	Entregue	8
181361	2026-06-25	Igor Bezerra	PF	Cliente direto	AirPods Pro	1654.21	Correios	42.86	AD267486357BR	Diego	Entregue	1
180469	2026-06-25	Ventura Seguros	PJ	Filial Regional	iPad Pro	10274.1	DHL	224.02	6434406001	Marcelo	Pendente de envio	
180279	2026-06-27	Eduardo Vasconcelos	PF	Cliente direto	iPhone 15	6610.54	DHL	214.84	4951026795	Sabrina	Entregue	3
181180	2026-06-27	Sabrina Peixoto	PF	Cliente direto	Mac Mini	6231.29	DHL	352.46	1066299230	Renan	Pendente de envio	
180674	2026-06-27	Cedro Participações	PJ	Filial Regional	Magic Mouse	729.95	DHL	198.56	5796213200	Patrícia	Entregue	2
181379	2026-06-28	Planalto Distribuidora	PJ	Filial Regional	AirPods Pro	1938.5	DHL	185.09	5712553153	Diego	Entregue	2
180397	2026-06-29	Aline Serpa	PF	Cliente direto	Acessórios diversos	448.41	Retirada no balcão	0	S/N	Vanessa	Entregue	2
180349	2026-06-29	Litoral Alimentos	PJ	Filial Regional	iPad Pro	9935.25	Correios	92.08	AD348443396BR	Patrícia	Em trânsito	
181158	2026-06-30	Gabriel Torquato	PF	Cliente direto	Mac Mini	0.01	FOX	333.41	8075127018	Patrícia	Entregue	3
180370	2026-07-01	Otávio Marinho	PF	Cliente direto	iPhone 13	4132.17	FOX	172.96	3293500360	Igor	Entregue	2
180095	2026-07-02	Planalto Distribuidora	PJ	Filial Regional	iPhone 15	0.01	Uber	36.6	S/N	Patrícia	Entregue	0
180836	2026-07-03	Constelar Engenharia	PJ	Filial Regional	MacBook Pro 14	18594.34	FOX	311.43	6789594061	Renan	Entregue	3
181182	2026-07-03	Igor Bezerra	PF	Cliente direto	AirPods Pro	1949.67	Uber	28.31	S/N	Marcelo	Entregue	0
180630	2026-07-04	Eduardo Vasconcelos	PF	Cliente direto	MacBook Pro 16	23880.91	FOX	372.73	2454304066	Renan	Entregue	2
181260	2026-07-05	Natália Quaresma	PF	Cliente direto	MacBook Pro 14	18517.86	DHL	344.09	1740247171	Renan	Entregue	3
181382	2026-07-06	Priscila Nogueira	PF	Cliente direto	Apple Watch	3528.47	FOX	193.21	2543770834	Marcelo	Devolvido	
180489	2026-07-07	Leonardo Guimarães	PF	Cliente direto	MacBook Pro 16	27505.93	Retirada no balcão	0	S/N	Patrícia	Entregue	1
180176	2026-07-10	Eduardo Vasconcelos	PF	Cliente direto	iPhone 14	5217.35	Correios	61.27	AD643252063BR	Vanessa	Devolvido	
180604	2026-07-10	Sabrina Peixoto	PF	Cliente direto	Carregador	0.01	Retirada no balcão	0	S/N	Marcelo	Pendente de envio	
180392	2026-07-11	Sabrina Peixoto	PF	Cliente direto	iPhone 15 Pro	7737.88	Retirada no balcão	0	S/N	Marcelo	Entregue	0
181038	2026-07-13	Débora Farias	PF	Cliente direto	AirPods Pro	1872.31	FOX	127.82	9847668904	Igor	Entregue	3
181044	2026-07-14	Otávio Marinho	PF	Cliente direto	Apple Watch	3090.25	FOX	223.98	1811081400	Marcelo	Entregue	3
181152	2026-07-15	Priscila Nogueira	PF	Cliente direto	Apple Watch	2643.6	Correios	28.84	AD678382744BR	Vanessa	Entregue	2
180049	2026-07-15	Gabriel Torquato	PF	Cliente direto	iPhone 15 Pro	7655.75	Uber	34.81	S/N	Patrícia	Em trânsito	
181012	2026-07-16	Débora Farias	PF	Cliente direto	iMac	12496.96	Correios Seguro	130.84	AD664183001BR	Renan	Entregue	5
181073	2026-07-18	Bem-Estar Hospitalar	PJ	Filial Regional	iPad Pro	0.01	Correios	108.91	AD411422697BR	Diego	Entregue	14
180990	2026-07-18	Cedro Participações	PJ	Filial Regional	Trackpad	0.01	FOX	184.44	1589228376	Patrícia	Entregue	1
180477	2026-07-21	Tatiane Rezende	PF	Cliente direto	iPad	4229.92	Retirada no balcão	0	S/N	Patrícia	Cancelado	
180504	2026-07-22	Bem-Estar Hospitalar	PJ	Filial Regional	iPhone 15 Pro	0.01	Correios	76.88	AD627727025BR	Patrícia	Em trânsito	
181230	2026-07-22	Rafaela Monteiro	PF	Cliente direto	iPad	4010.46	Correios Seguro	71.2	AD373444828BR	Vanessa	Entregue	2
180483	2026-07-23	Rafaela Monteiro	PF	Cliente direto	iPhone 15	0.01	FOX	189.19	3722485848	Marcelo	Entregue	6
180029	2026-07-23	Aline Serpa	PF	Cliente direto	iPhone 14	6487.55	Correios Seguro	75.86	AD609059210BR	Sabrina	Entregue	5
180616	2026-07-23	Planalto Distribuidora	PJ	Filial Regional	Acessórios diversos	359.76	FOX	145.48	6672294644	Igor	Entregue	2
181099	2026-07-24	Beluga Advocacia	PJ	Filial Regional	iPhone 14	5601.08	DHL	189.86	5110114276	Renan	Entregue	2
180506	2026-07-25	Natália Quaresma	PF	Cliente direto	iPad Pro	6944.18	DHL	285.86	4501433205	Marcelo	Entregue	4
180277	2026-07-25	Igor Bezerra	PF	Cliente direto	MacBook Air	0.01	Correios Seguro	126.64	AD216920188BR	Marcelo	Entregue	7
180996	2026-07-26	Eduardo Vasconcelos	PF	Cliente direto	iPhone 15 Pro	7394.93	Correios	106.44	AD218750843BR	Vanessa	Entregue	6
180288	2026-07-27	Fabrício Damasceno	PF	Cliente direto	Carregador	0.01	DHL	158.16	9420773989	Marcelo	Entregue	3
181432	2026-07-30	Metrópole Logística	PJ	Filial Regional	Acessórios diversos	0.01	Correios	86.88	AD835863465BR	Renan	Entregue	1
181284	2026-07-31	Axiom Tecnologia	PJ	Filial Regional	AirPods Pro	1954.34	DHL	136.49	3656676573	Sabrina	Entregue	5
180757	2026-07-31	Aliança Cooperativa	PJ	Filial Regional	MacBook Pro 14	0.01	DHL	367.99	4309039293	Marcelo	Entregue	2
